name,artist,popularity,id,label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Amanecer,"['Matthieu Saglio', 'Nils Petter Molvær', 'Steve Shehan']",0,7z6F8O9kR3n3g7zyc1wiAO,jazz,0.571,0.264,7,-14.858,0,0.0329,0.721,0.854,0.113,0.333,139.961,audio_features,spotify:track:7z6F8O9kR3n3g7zyc1wiAO,https://api.spotify.com/v1/tracks/7z6F8O9kR3n3g7zyc1wiAO,https://api.spotify.com/v1/audio-analysis/7z6F8O9kR3n3g7zyc1wiAO,392747,5
"Right Back Round Again (feat. Brad Mehldau, Christian McBride & Brian Blade)","['Joshua Redman', 'Brad Mehldau', 'Brian Blade', 'Christian McBride']",0,6R2vR6b0jLJaJCZUvyp5Ax,jazz,0.576,0.542,6,-10.167,1,0.0344,0.683,0.827,0.0513,0.565,124.019,audio_features,spotify:track:6R2vR6b0jLJaJCZUvyp5Ax,https://api.spotify.com/v1/tracks/6R2vR6b0jLJaJCZUvyp5Ax,https://api.spotify.com/v1/audio-analysis/6R2vR6b0jLJaJCZUvyp5Ax,360680,4
Glimmer Of Hope,"['Marcin Wasilewski Trio', 'Joe Lovano']",42,5c83f2kFIeNNch1hvyNwGj,jazz,0.338,0.0952,6,-20.218,1,0.0364,0.979,0.801,0.124,0.0537,101.719,audio_features,spotify:track:5c83f2kFIeNNch1hvyNwGj,https://api.spotify.com/v1/tracks/5c83f2kFIeNNch1hvyNwGj,https://api.spotify.com/v1/audio-analysis/5c83f2kFIeNNch1hvyNwGj,513293,3
Beirut - Duo Version,['Ibrahim Maalouf'],41,41KHQLCpNOnPV0GWqnEhG5,jazz,0.348,0.0918,7,-14.536,0,0.0449,0.985,0.944,0.252,0.118,121.418,audio_features,spotify:track:41KHQLCpNOnPV0GWqnEhG5,https://api.spotify.com/v1/tracks/41KHQLCpNOnPV0GWqnEhG5,https://api.spotify.com/v1/audio-analysis/41KHQLCpNOnPV0GWqnEhG5,277000,4
Raindrops,['Emil Brandqvist Trio'],46,1w0IXRQFCFcz2z07pdNH4s,jazz,0.321,0.109,5,-21.097,0,0.0365,0.93,0.888,0.124,0.162,70.392,audio_features,spotify:track:1w0IXRQFCFcz2z07pdNH4s,https://api.spotify.com/v1/tracks/1w0IXRQFCFcz2z07pdNH4s,https://api.spotify.com/v1/audio-analysis/1w0IXRQFCFcz2z07pdNH4s,357973,4
The Dreamer,['Immanuel Wilkins'],46,2UqYwWfjMDyCRnJc1Eebnn,jazz,0.432,0.137,3,-18.125,1,0.0311,0.956,0.168,0.0873,0.271,94.819,audio_features,spotify:track:2UqYwWfjMDyCRnJc1Eebnn,https://api.spotify.com/v1/tracks/2UqYwWfjMDyCRnJc1Eebnn,https://api.spotify.com/v1/audio-analysis/2UqYwWfjMDyCRnJc1Eebnn,217800,4
A Nightingale Sang In Berkeley Square,"['Stan Getz', 'Bob Brookmeyer']",60,1xaTXPoDk4VOU9XhYX4KJM,jazz,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,audio_features,spotify:track:1xaTXPoDk4VOU9XhYX4KJM,https://api.spotify.com/v1/tracks/1xaTXPoDk4VOU9XhYX4KJM,https://api.spotify.com/v1/audio-analysis/1xaTXPoDk4VOU9XhYX4KJM,419627,4
Stormy Weather,['Oscar Peterson'],0,3wqEq2lsXWO98kHXUvrN9C,jazz,0.617,0.317,0,-8.488,1,0.0655,0.993,0.899,0.142,0.555,119.084,audio_features,spotify:track:3wqEq2lsXWO98kHXUvrN9C,https://api.spotify.com/v1/tracks/3wqEq2lsXWO98kHXUvrN9C,https://api.spotify.com/v1/audio-analysis/3wqEq2lsXWO98kHXUvrN9C,214493,4
Roy,['Ambrose Akinmusire'],43,3HtrgoW2iPVupeM8SU3718,jazz,0.399,0.0123,10,-20.625,1,0.0449,0.958,0.485,0.113,0.279,107.924,audio_features,spotify:track:3HtrgoW2iPVupeM8SU3718,https://api.spotify.com/v1/tracks/3HtrgoW2iPVupeM8SU3718,https://api.spotify.com/v1/audio-analysis/3HtrgoW2iPVupeM8SU3718,160720,4
Largo,"['Claus Waidtløw', 'Nikolaj Hess', 'Portraits in Jazz']",50,3AxQSzHc2vYjqMZLyPyy2H,jazz,0.445,0.181,7,-16.715,0,0.0357,0.959,0.279,0.189,0.233,103.698,audio_features,spotify:track:3AxQSzHc2vYjqMZLyPyy2H,https://api.spotify.com/v1/tracks/3AxQSzHc2vYjqMZLyPyy2H,https://api.spotify.com/v1/audio-analysis/3AxQSzHc2vYjqMZLyPyy2H,262545,4
They All Say I'm The Biggest Fool,['Stanley Turrentine'],39,6sX3BMTAlTwC5L9SugZQQQ,jazz,0.54,0.138,5,-13.943,1,0.0364,0.95,0.406,0.0924,0.289,82.049,audio_features,spotify:track:6sX3BMTAlTwC5L9SugZQQQ,https://api.spotify.com/v1/tracks/6sX3BMTAlTwC5L9SugZQQQ,https://api.spotify.com/v1/audio-analysis/6sX3BMTAlTwC5L9SugZQQQ,464107,3
Requiem - Live,['Charles Lloyd'],0,0EsPT0KrwqMReT97PWuMMC,jazz,0.47,0.241,7,-16.639,0,0.036,0.905,0.598,0.705,0.274,106.392,audio_features,spotify:track:0EsPT0KrwqMReT97PWuMMC,https://api.spotify.com/v1/tracks/0EsPT0KrwqMReT97PWuMMC,https://api.spotify.com/v1/audio-analysis/0EsPT0KrwqMReT97PWuMMC,692624,4
Diamonds And Pearls,['Marcin Wasilewski Trio'],50,3yArsNjOHHr7FF0pxDFhwo,jazz,0.295,0.103,7,-21.58,1,0.0412,0.925,0.887,0.0901,0.112,78.404,audio_features,spotify:track:3yArsNjOHHr7FF0pxDFhwo,https://api.spotify.com/v1/tracks/3yArsNjOHHr7FF0pxDFhwo,https://api.spotify.com/v1/audio-analysis/3yArsNjOHHr7FF0pxDFhwo,345707,4
Blue and Sentimental,['Oscar Peterson'],0,35QqECQ42isDX5YsVujptz,jazz,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:35QqECQ42isDX5YsVujptz,https://api.spotify.com/v1/tracks/35QqECQ42isDX5YsVujptz,https://api.spotify.com/v1/audio-analysis/35QqECQ42isDX5YsVujptz,146093,4
Don’t Go,['GoGo Penguin'],0,3Aj7zxN0GKJCTXwm7FpePK,jazz,0.474,0.162,4,-23.167,0,0.0327,0.946,0.945,0.0868,0.181,149.805,audio_features,spotify:track:3Aj7zxN0GKJCTXwm7FpePK,https://api.spotify.com/v1/tracks/3Aj7zxN0GKJCTXwm7FpePK,https://api.spotify.com/v1/audio-analysis/3Aj7zxN0GKJCTXwm7FpePK,219286,4
Adventure Of A Lifetime,['Marcell'],1,4OiYyeJ4pxrcufdqLLxnAV,jazz,0.699,0.443,0,-11.931,0,0.039,0.431,7.45e-05,0.096,0.616,99.059,audio_features,spotify:track:4OiYyeJ4pxrcufdqLLxnAV,https://api.spotify.com/v1/tracks/4OiYyeJ4pxrcufdqLLxnAV,https://api.spotify.com/v1/audio-analysis/4OiYyeJ4pxrcufdqLLxnAV,299107,4
Bella Ci Dormi,"['Elina Duni', 'Rob Luft', 'Fred Thomas', 'Matthieu Michel']",45,4PCvloqv0ebXW0BVOLkS7l,jazz,0.401,0.0717,10,-18.796,0,0.0376,0.987,0.145,0.131,0.146,135.117,audio_features,spotify:track:4PCvloqv0ebXW0BVOLkS7l,https://api.spotify.com/v1/tracks/4PCvloqv0ebXW0BVOLkS7l,https://api.spotify.com/v1/audio-analysis/4PCvloqv0ebXW0BVOLkS7l,415640,3
Captain’s Song,['Connie Han'],0,3djYspll15Mm2azjKSV55Y,jazz,0.5,0.21,8,-15.766,0,0.0304,0.921,0.84,0.0922,0.12,108.178,audio_features,spotify:track:3djYspll15Mm2azjKSV55Y,https://api.spotify.com/v1/tracks/3djYspll15Mm2azjKSV55Y,https://api.spotify.com/v1/audio-analysis/3djYspll15Mm2azjKSV55Y,322693,4
Canopy & Stars,['Matthew Halsall'],17,7umqx02CQsnSjzmoGlwv1l,jazz,0.663,0.458,5,-12.783,0,0.0294,0.686,0.851,0.118,0.305,119.962,audio_features,spotify:track:7umqx02CQsnSjzmoGlwv1l,https://api.spotify.com/v1/tracks/7umqx02CQsnSjzmoGlwv1l,https://api.spotify.com/v1/audio-analysis/7umqx02CQsnSjzmoGlwv1l,471693,3
Quiet Corner,['Shalosh'],40,21jcuHw9kBHPvvkAjYOOi6,jazz,0.477,0.0229,5,-28.873,1,0.046,0.947,0.885,0.229,0.11,85.363,audio_features,spotify:track:21jcuHw9kBHPvvkAjYOOi6,https://api.spotify.com/v1/tracks/21jcuHw9kBHPvvkAjYOOi6,https://api.spotify.com/v1/audio-analysis/21jcuHw9kBHPvvkAjYOOi6,161000,5
My One And Only Love,"['Chick Corea', 'Malcolm Addey']",0,1mPjL8k3EG9hK3CvZcMZBK,jazz,0.405,0.27,5,-20.313,0,0.0349,0.799,0.887,0.108,0.51,80.24,audio_features,spotify:track:1mPjL8k3EG9hK3CvZcMZBK,https://api.spotify.com/v1/tracks/1mPjL8k3EG9hK3CvZcMZBK,https://api.spotify.com/v1/audio-analysis/1mPjL8k3EG9hK3CvZcMZBK,216387,4
Part VIII - Live,['Keith Jarrett'],41,2JRTt8P8Orx1iSQS8t0DA3,jazz,0.231,0.053,9,-24.386,0,0.0391,0.992,0.901,0.102,0.0392,71.456,audio_features,spotify:track:2JRTt8P8Orx1iSQS8t0DA3,https://api.spotify.com/v1/tracks/2JRTt8P8Orx1iSQS8t0DA3,https://api.spotify.com/v1/audio-analysis/2JRTt8P8Orx1iSQS8t0DA3,318123,4
Riders,"[""Kansas Smitty's""]",26,0LDytu1PRUdxTZ5YCMIZIC,jazz,0.451,0.303,4,-11.883,0,0.0306,0.765,0.906,0.112,0.208,133.533,audio_features,spotify:track:0LDytu1PRUdxTZ5YCMIZIC,https://api.spotify.com/v1/tracks/0LDytu1PRUdxTZ5YCMIZIC,https://api.spotify.com/v1/audio-analysis/0LDytu1PRUdxTZ5YCMIZIC,252280,4
Emily,['Julian Lage'],41,3gleUGWbYMuPc3RfUA1mKd,jazz,0.454,0.18,0,-17.015,1,0.0403,0.965,0.911,0.13,0.223,118.641,audio_features,spotify:track:3gleUGWbYMuPc3RfUA1mKd,https://api.spotify.com/v1/tracks/3gleUGWbYMuPc3RfUA1mKd,https://api.spotify.com/v1/audio-analysis/3gleUGWbYMuPc3RfUA1mKd,328500,4
Nocturno,['ARTEMIS'],40,5DHU96HUvat8gddLT8IhFO,jazz,0.463,0.139,0,-16.971,1,0.0349,0.935,0.938,0.121,0.23,120.984,audio_features,spotify:track:5DHU96HUvat8gddLT8IhFO,https://api.spotify.com/v1/tracks/5DHU96HUvat8gddLT8IhFO,https://api.spotify.com/v1/audio-analysis/5DHU96HUvat8gddLT8IhFO,327379,4
Bésame Mucho,['Höper & Lundgren'],42,54I5dQad0jGV9dsaFzmjj2,jazz,0.659,0.153,7,-18.188,1,0.052,0.959,0.902,0.104,0.354,118.182,audio_features,spotify:track:54I5dQad0jGV9dsaFzmjj2,https://api.spotify.com/v1/tracks/54I5dQad0jGV9dsaFzmjj2,https://api.spotify.com/v1/audio-analysis/54I5dQad0jGV9dsaFzmjj2,252625,4
Hier Encore,"['Elina Duni', 'Rob Luft', 'Fred Thomas', 'Matthieu Michel']",42,3npSFzWx09RGGNfccLEUY1,jazz,0.47,0.0275,4,-26.738,0,0.119,0.957,0.000523,0.0952,0.198,63.416,audio_features,spotify:track:3npSFzWx09RGGNfccLEUY1,https://api.spotify.com/v1/tracks/3npSFzWx09RGGNfccLEUY1,https://api.spotify.com/v1/audio-analysis/3npSFzWx09RGGNfccLEUY1,225893,3
Misty,['Stan Getz'],44,4YhDhdIh1YYVmNUvnYjoRy,jazz,0.328,0.0421,6,-22.933,1,0.0426,0.993,0.525,0.0964,0.179,52.793,audio_features,spotify:track:4YhDhdIh1YYVmNUvnYjoRy,https://api.spotify.com/v1/tracks/4YhDhdIh1YYVmNUvnYjoRy,https://api.spotify.com/v1/audio-analysis/4YhDhdIh1YYVmNUvnYjoRy,323227,4
Queen B,"['Ron Miles', 'Bill Frisell', 'Brian Blade']",12,6fzf7eqYOoL7vnvckc7JqM,jazz,0.361,0.191,6,-14.272,0,0.0303,0.95,0.284,0.0728,0.0462,102.327,audio_features,spotify:track:6fzf7eqYOoL7vnvckc7JqM,https://api.spotify.com/v1/tracks/6fzf7eqYOoL7vnvckc7JqM,https://api.spotify.com/v1/audio-analysis/6fzf7eqYOoL7vnvckc7JqM,387360,4
Breathe,"['Jacob Gurevitsch', 'Mark Linn']",43,6LShZj3PedRoyjGMXlf4ZT,jazz,0.367,0.305,0,-13.311,0,0.0281,0.83,0.00716,0.376,0.197,98.099,audio_features,spotify:track:6LShZj3PedRoyjGMXlf4ZT,https://api.spotify.com/v1/tracks/6LShZj3PedRoyjGMXlf4ZT,https://api.spotify.com/v1/audio-analysis/6LShZj3PedRoyjGMXlf4ZT,251561,4
In a Sentimental Mood,['Vincent Herring'],40,05CAxBhenzRJYCGt8FvRj8,jazz,0.539,0.121,2,-11.899,0,0.0531,0.963,0.355,0.217,0.26,104.248,audio_features,spotify:track:05CAxBhenzRJYCGt8FvRj8,https://api.spotify.com/v1/tracks/05CAxBhenzRJYCGt8FvRj8,https://api.spotify.com/v1/audio-analysis/05CAxBhenzRJYCGt8FvRj8,386440,4
Radio,"['John Scofield', 'Steve Swallow', 'Bill Stewart']",41,24XHqHf8NZQqu9x4MPEAWh,jazz,0.553,0.196,6,-18.709,0,0.0434,0.786,0.385,0.0922,0.385,104.832,audio_features,spotify:track:24XHqHf8NZQqu9x4MPEAWh,https://api.spotify.com/v1/tracks/24XHqHf8NZQqu9x4MPEAWh,https://api.spotify.com/v1/audio-analysis/24XHqHf8NZQqu9x4MPEAWh,261933,4
The Windmills of Your Mind,"['Paolo Fresu', 'Richard Galliano', 'Jan Lundgren']",48,6Q8m3ux9ww9OMXlK7OrFkL,jazz,0.33,0.0685,5,-16.607,0,0.0366,0.991,0.546,0.0858,0.181,77.309,audio_features,spotify:track:6Q8m3ux9ww9OMXlK7OrFkL,https://api.spotify.com/v1/tracks/6Q8m3ux9ww9OMXlK7OrFkL,https://api.spotify.com/v1/audio-analysis/6Q8m3ux9ww9OMXlK7OrFkL,217880,4
Det Blev Sent,['La La Lars'],37,2gVWCWCzs7IxF4SmlbaP5y,jazz,0.282,0.206,2,-12.14,0,0.0359,0.968,0.742,0.0753,0.199,70.769,audio_features,spotify:track:2gVWCWCzs7IxF4SmlbaP5y,https://api.spotify.com/v1/tracks/2gVWCWCzs7IxF4SmlbaP5y,https://api.spotify.com/v1/audio-analysis/2gVWCWCzs7IxF4SmlbaP5y,199133,3
Where Can I Go Without You,"['Keith Jarrett', 'Charlie Haden']",44,6WTaPOmjmElVLG7HD8nHkb,jazz,0.44,0.0455,5,-24.334,1,0.0478,0.982,0.924,0.0985,0.144,109.966,audio_features,spotify:track:6WTaPOmjmElVLG7HD8nHkb,https://api.spotify.com/v1/tracks/6WTaPOmjmElVLG7HD8nHkb,https://api.spotify.com/v1/audio-analysis/6WTaPOmjmElVLG7HD8nHkb,572547,4
Mo' Better Blues (feat. Terence Blanchard),"['Branford Marsalis Quartet', 'Terence Blanchard']",48,78P3mF3w6APwFpnd6UFH4J,jazz,0.616,0.278,1,-16.973,1,0.0283,0.357,0.192,0.153,0.443,100.325,audio_features,spotify:track:78P3mF3w6APwFpnd6UFH4J,https://api.spotify.com/v1/tracks/78P3mF3w6APwFpnd6UFH4J,https://api.spotify.com/v1/audio-analysis/78P3mF3w6APwFpnd6UFH4J,218973,4
It's Always You,['Chet Baker'],0,6w4GCn9Tg8iJLUZlN3fxB7,jazz,0.514,0.068,8,-18.353,1,0.0415,0.928,0.000115,0.192,0.318,81.856,audio_features,spotify:track:6w4GCn9Tg8iJLUZlN3fxB7,https://api.spotify.com/v1/tracks/6w4GCn9Tg8iJLUZlN3fxB7,https://api.spotify.com/v1/audio-analysis/6w4GCn9Tg8iJLUZlN3fxB7,211893,4
I Know Why (And So Do You),"['Red Garland', 'Paul Chambers', 'Art Taylor']",54,3DsIu9DB0AZufrQHR4yJKL,jazz,0.528,0.0847,0,-16.575,0,0.0405,0.984,0.893,0.131,0.0431,111.49,audio_features,spotify:track:3DsIu9DB0AZufrQHR4yJKL,https://api.spotify.com/v1/tracks/3DsIu9DB0AZufrQHR4yJKL,https://api.spotify.com/v1/audio-analysis/3DsIu9DB0AZufrQHR4yJKL,287613,4
Shir Eres (Lullaby),"['Avishai Cohen', 'Yonathan Avishai']",46,36wpZ7gr4g48cCcEYvqrOj,jazz,0.338,0.0157,5,-23.558,0,0.036,0.995,0.94,0.0874,0.161,78.919,audio_features,spotify:track:36wpZ7gr4g48cCcEYvqrOj,https://api.spotify.com/v1/tracks/36wpZ7gr4g48cCcEYvqrOj,https://api.spotify.com/v1/audio-analysis/36wpZ7gr4g48cCcEYvqrOj,275427,4
Another Land,['Dave Holland'],5,0zCkOKYeToZAvm5rnUxcA3,jazz,0.512,0.0464,9,-28.676,0,0.0401,0.948,0.898,0.115,0.488,138.79,audio_features,spotify:track:0zCkOKYeToZAvm5rnUxcA3,https://api.spotify.com/v1/tracks/0zCkOKYeToZAvm5rnUxcA3,https://api.spotify.com/v1/audio-analysis/0zCkOKYeToZAvm5rnUxcA3,558720,3
Thierno,['New Cool Collective'],40,2SdthMHDqydhV2PceC9QBX,jazz,0.492,0.291,0,-8.156,0,0.035,0.822,0.257,0.0634,0.383,172.723,audio_features,spotify:track:2SdthMHDqydhV2PceC9QBX,https://api.spotify.com/v1/tracks/2SdthMHDqydhV2PceC9QBX,https://api.spotify.com/v1/audio-analysis/2SdthMHDqydhV2PceC9QBX,274107,4
You Are Too Beautiful,"['John Coltrane', 'Johnny Hartman']",10,1AL1RPAS8xiZGehR3ch7mp,jazz,0.51,0.0916,10,-20.776,1,0.0392,0.924,0.19,0.0936,0.257,131.643,audio_features,spotify:track:1AL1RPAS8xiZGehR3ch7mp,https://api.spotify.com/v1/tracks/1AL1RPAS8xiZGehR3ch7mp,https://api.spotify.com/v1/audio-analysis/1AL1RPAS8xiZGehR3ch7mp,333840,4
I'm In The Mood For Love,['Julie London'],62,6crfO56bDm0RjpctUuGs5X,jazz,0.58,0.0545,9,-14.594,0,0.0473,0.963,0.000265,0.0967,0.177,123.341,audio_features,spotify:track:6crfO56bDm0RjpctUuGs5X,https://api.spotify.com/v1/tracks/6crfO56bDm0RjpctUuGs5X,https://api.spotify.com/v1/audio-analysis/6crfO56bDm0RjpctUuGs5X,149827,4
Don't Stop Me Now,['Wallace Roney'],38,5ZR2kBtwXGvaB6naU8qGCJ,jazz,0.459,0.465,0,-10.478,0,0.0319,0.726,0.00716,0.0872,0.376,115.035,audio_features,spotify:track:5ZR2kBtwXGvaB6naU8qGCJ,https://api.spotify.com/v1/tracks/5ZR2kBtwXGvaB6naU8qGCJ,https://api.spotify.com/v1/audio-analysis/5ZR2kBtwXGvaB6naU8qGCJ,425453,3
When Sunny Smiles,['Cecilie Strange'],38,1jKJ6fCBWyKCnEh8MdkcVC,jazz,0.469,0.218,7,-16.016,0,0.0325,0.873,0.439,0.11,0.245,113.66,audio_features,spotify:track:1jKJ6fCBWyKCnEh8MdkcVC,https://api.spotify.com/v1/tracks/1jKJ6fCBWyKCnEh8MdkcVC,https://api.spotify.com/v1/audio-analysis/1jKJ6fCBWyKCnEh8MdkcVC,464160,4
Lina,['Fazer'],44,2fYcpbTFptY9uRcaY56NRu,jazz,0.475,0.289,5,-20.482,0,0.0531,0.9,0.803,0.109,0.0889,111.487,audio_features,spotify:track:2fYcpbTFptY9uRcaY56NRu,https://api.spotify.com/v1/tracks/2fYcpbTFptY9uRcaY56NRu,https://api.spotify.com/v1/audio-analysis/2fYcpbTFptY9uRcaY56NRu,338926,4
Mood,['Miles Davis'],42,1LS7O7v95kU5BbZny7ooni,jazz,0.576,0.0521,1,-18.598,1,0.036,0.782,0.00434,0.115,0.232,82.715,audio_features,spotify:track:1LS7O7v95kU5BbZny7ooni,https://api.spotify.com/v1/tracks/1LS7O7v95kU5BbZny7ooni,https://api.spotify.com/v1/audio-analysis/1LS7O7v95kU5BbZny7ooni,530040,3
Teardrop,"['Avishai Cohen', 'Big Vicious']",45,1o6v06LkvEkYm0H4S12ejd,jazz,0.546,0.413,5,-13.508,0,0.0378,0.277,0.889,0.304,0.15,75.605,audio_features,spotify:track:1o6v06LkvEkYm0H4S12ejd,https://api.spotify.com/v1/tracks/1o6v06LkvEkYm0H4S12ejd,https://api.spotify.com/v1/audio-analysis/1o6v06LkvEkYm0H4S12ejd,444600,4
My Song,"['Keith Jarrett', 'Jan Garbarek', 'Palle Danielsson', 'Jon Christensen']",0,28qJ6NSPYeXwq5nRlgtxMm,jazz,0.443,0.0944,0,-16.703,1,0.0406,0.914,0.517,0.123,0.118,119.517,audio_features,spotify:track:28qJ6NSPYeXwq5nRlgtxMm,https://api.spotify.com/v1/tracks/28qJ6NSPYeXwq5nRlgtxMm,https://api.spotify.com/v1/audio-analysis/28qJ6NSPYeXwq5nRlgtxMm,369667,4
The Sun in September,['Matthew Halsall'],46,0rm7lBomgchi6bHaTwi7cL,jazz,0.285,0.172,1,-15.8,1,0.0412,0.858,0.965,0.112,0.291,184.416,audio_features,spotify:track:0rm7lBomgchi6bHaTwi7cL,https://api.spotify.com/v1/tracks/0rm7lBomgchi6bHaTwi7cL,https://api.spotify.com/v1/audio-analysis/0rm7lBomgchi6bHaTwi7cL,470091,3
The Masquerade Is Over,"['Nancy Wilson', 'Cannonball Adderley']",52,1jf3wYtynxiPOdhqAp3cUN,jazz,0.341,0.0446,10,-18.109,1,0.0348,0.909,0.00785,0.157,0.128,174.365,audio_features,spotify:track:1jf3wYtynxiPOdhqAp3cUN,https://api.spotify.com/v1/tracks/1jf3wYtynxiPOdhqAp3cUN,https://api.spotify.com/v1/audio-analysis/1jf3wYtynxiPOdhqAp3cUN,258107,3
The Peacocks - Single Edit,"['John Engels', 'Benjamin Herman', 'Joris Teepe']",49,6axejDXkOwDHgp7HMwWNXb,jazz,0.476,0.121,10,-16.717,0,0.0439,0.721,1.4e-06,0.135,0.347,101.613,audio_features,spotify:track:6axejDXkOwDHgp7HMwWNXb,https://api.spotify.com/v1/tracks/6axejDXkOwDHgp7HMwWNXb,https://api.spotify.com/v1/audio-analysis/6axejDXkOwDHgp7HMwWNXb,189673,4
Speil,['Terje Rypdal'],44,2qJeNizewezb1J0oZ07lTr,jazz,0.388,0.0794,9,-21.906,0,0.0298,0.736,0.806,0.0872,0.132,76.573,audio_features,spotify:track:2qJeNizewezb1J0oZ07lTr,https://api.spotify.com/v1/tracks/2qJeNizewezb1J0oZ07lTr,https://api.spotify.com/v1/audio-analysis/2qJeNizewezb1J0oZ07lTr,503840,4
'Round Midnight,['Battista Lena'],36,5xfV4wVvcSYKlItHIyGRpN,jazz,0.384,0.171,8,-18.873,1,0.0382,0.944,0.305,0.108,0.157,180.652,audio_features,spotify:track:5xfV4wVvcSYKlItHIyGRpN,https://api.spotify.com/v1/tracks/5xfV4wVvcSYKlItHIyGRpN,https://api.spotify.com/v1/audio-analysis/5xfV4wVvcSYKlItHIyGRpN,270508,4
There Will Never Be Another You,"['Lester Young', 'Oscar Peterson Trio']",0,1eghoZLe436O2AHiZaoGVQ,jazz,0.559,0.0348,0,-17.576,0,0.0484,0.989,0.231,0.0925,0.382,83.089,audio_features,spotify:track:1eghoZLe436O2AHiZaoGVQ,https://api.spotify.com/v1/tracks/1eghoZLe436O2AHiZaoGVQ,https://api.spotify.com/v1/audio-analysis/1eghoZLe436O2AHiZaoGVQ,208469,4
Willow Weep for Me,['Houston Person'],38,6ttNHrgyK11RvgYOdC6Vpn,jazz,0.566,0.347,0,-10.048,1,0.0369,0.868,0.761,0.124,0.425,95.322,audio_features,spotify:track:6ttNHrgyK11RvgYOdC6Vpn,https://api.spotify.com/v1/tracks/6ttNHrgyK11RvgYOdC6Vpn,https://api.spotify.com/v1/audio-analysis/6ttNHrgyK11RvgYOdC6Vpn,488693,4
When Sunny Gets Blue,['McCoy Tyner'],0,01HQIKjcODJCBRFoETqngE,jazz,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,audio_features,spotify:track:01HQIKjcODJCBRFoETqngE,https://api.spotify.com/v1/tracks/01HQIKjcODJCBRFoETqngE,https://api.spotify.com/v1/audio-analysis/01HQIKjcODJCBRFoETqngE,282320,4
Ballad Of The Sad Young Men,"['Marcin Wasilewski', 'Slawomir Kurkiewicz', 'Michal Miskiewicz']",54,6N57mvrlpGr2yl0FfiHnY4,jazz,0.372,0.0891,7,-21.78,1,0.0357,0.916,0.911,0.158,0.0798,137.995,audio_features,spotify:track:6N57mvrlpGr2yl0FfiHnY4,https://api.spotify.com/v1/tracks/6N57mvrlpGr2yl0FfiHnY4,https://api.spotify.com/v1/audio-analysis/6N57mvrlpGr2yl0FfiHnY4,329600,4
My Little Brown Book,"['Duke Ellington', 'John Coltrane']",0,6Q6UjeMuOcxLaL5VBgzUdq,jazz,0.482,0.0775,7,-17.185,0,0.0346,0.975,0.0114,0.219,0.233,64.688,audio_features,spotify:track:6Q6UjeMuOcxLaL5VBgzUdq,https://api.spotify.com/v1/tracks/6Q6UjeMuOcxLaL5VBgzUdq,https://api.spotify.com/v1/audio-analysis/6Q6UjeMuOcxLaL5VBgzUdq,323200,3
Over The Rainbow,['Lou Donaldson'],50,08lUeu1CxXvAoaKkemoEk8,jazz,0.371,0.0823,3,-20.45,1,0.0352,0.963,0.49,0.0838,0.0789,106.146,audio_features,spotify:track:08lUeu1CxXvAoaKkemoEk8,https://api.spotify.com/v1/tracks/08lUeu1CxXvAoaKkemoEk8,https://api.spotify.com/v1/audio-analysis/08lUeu1CxXvAoaKkemoEk8,431267,4
That Old Feeling,['Chet Baker'],55,2d64G7VaZdHQuAquz5HQNu,jazz,0.643,0.175,5,-16.813,0,0.0391,0.633,4.24e-05,0.143,0.642,78.031,audio_features,spotify:track:2d64G7VaZdHQuAquz5HQNu,https://api.spotify.com/v1/tracks/2d64G7VaZdHQuAquz5HQNu,https://api.spotify.com/v1/audio-analysis/2d64G7VaZdHQuAquz5HQNu,183893,4
I'll Never Stop Loving You,"['The Modern Jazz Trio', 'Jerry Bergonzi']",1,19eGuwgMWn7huIkQ5qqfcs,jazz,0.526,0.24,10,-12.186,1,0.0359,0.813,0.517,0.197,0.343,100.227,audio_features,spotify:track:19eGuwgMWn7huIkQ5qqfcs,https://api.spotify.com/v1/tracks/19eGuwgMWn7huIkQ5qqfcs,https://api.spotify.com/v1/audio-analysis/19eGuwgMWn7huIkQ5qqfcs,173714,4
Strands,"['Jakob Bro', 'Palle Mikkelborg', 'Thomas Morgan', 'Jon Christensen']",41,5LaxA3Vqu1huHZCQHUXnr3,jazz,0.324,0.029,0,-27.551,0,0.0365,0.857,0.806,0.106,0.0388,136.379,audio_features,spotify:track:5LaxA3Vqu1huHZCQHUXnr3,https://api.spotify.com/v1/tracks/5LaxA3Vqu1huHZCQHUXnr3,https://api.spotify.com/v1/audio-analysis/5LaxA3Vqu1huHZCQHUXnr3,284933,4
I Got It Bad And That Ain't Good,['Oscar Peterson Trio'],0,2kpaRWsZTE96rmw0NBfP0c,jazz,0.515,0.0551,2,-27.383,0,0.0477,0.972,0.915,0.0878,0.176,50.658,audio_features,spotify:track:2kpaRWsZTE96rmw0NBfP0c,https://api.spotify.com/v1/tracks/2kpaRWsZTE96rmw0NBfP0c,https://api.spotify.com/v1/audio-analysis/2kpaRWsZTE96rmw0NBfP0c,306173,4
